date,state,city,avg_temperature,rainfall,humidity,wind_speed,cloud_cover,aqi,year,month,week,season,stress_level
2024-08-14,Maharashtra,Mumbai,29.1,15.75,48.1,21.0,60.9,103,2024,8,33,monsoon,Healthy
2024-08-14,Delhi,Delhi,29.0,0.0,80.3,22.1,68.3,122,2024,8,33,monsoon,Mild Stress
2024-08-14,Karnataka,Bengaluru,24.9,0.0,45.6,16.8,70.6,58,2024,8,33,monsoon,Healthy
2024-08-14,Tamil Nadu,Chennai,35.6,0.0,94.1,19.2,34.8,76,2024,8,33,monsoon,Severe Stress
2024-08-14,West Bengal,Kolkata,28.8,0.0,43.7,24.4,68.1,174,2024,8,33,monsoon,Mild Stress
2024-08-14,Telangana,Hyderabad,21.3,0.0,63.6,6.8,16.1,181,2024,8,33,monsoon,Mild Stress
2024-08-14,Gujarat,Ahmedabad,39.6,0.0,78.2,19.3,21.3,147,2024,8,33,monsoon,Mild Stress
2024-08-14,Rajasthan,Jaipur,38.0,0.0,48.4,10.2,69.1,281,2024,8,33,monsoon,Severe Stress
2024-08-14,Uttar Pradesh,Lucknow,39.2,15.75,83.5,12.5,20.2,186,2024,8,33,monsoon,Healthy
2024-08-14,Madhya Pradesh,Bhopal,32.8,15.75,81.2,3.8,42.7,325,2024,8,33,monsoon,Healthy
2024-08-15,Maharashtra,Mumbai,20.4,0.0,77.8,14.8,23.6,117,2024,8,33,monsoon,Healthy
2024-08-15,Delhi,Delhi,24.2,0.0,88.9,7.6,14.0,160,2024,8,33,monsoon,Severe Stress
2024-08-15,Karnataka,Bengaluru,31.4,3.5,65.3,10.0,33.2,82,2024,8,33,monsoon,Healthy
2024-08-15,Tamil Nadu,Chennai,31.1,0.0,60.1,14.8,5.1,309,2024,8,33,monsoon,Severe Stress
2024-08-15,West Bengal,Kolkata,35.4,0.0,73.2,22.4,42.8,142,2024,8,33,monsoon,Severe Stress
2024-08-15,Telangana,Hyderabad,33.3,8.0,85.2,19.3,5.7,236,2024,8,33,monsoon,Severe Stress
2024-08-15,Gujarat,Ahmedabad,32.7,0.0,87.4,2.2,56.7,174,2024,8,33,monsoon,Severe Stress
2024-08-15,Rajasthan,Jaipur,29.5,15.75,89.7,13.5,77.3,259,2024,8,33,monsoon,Mild Stress
2024-08-15,Uttar Pradesh,Lucknow,28.6,0.0,47.2,16.7,70.1,327,2024,8,33,monsoon,Mild Stress
2024-08-15,Madhya Pradesh,Bhopal,34.5,15.75,56.9,12.4,80.3,128,2024,8,33,monsoon,Healthy
2024-08-16,Maharashtra,Mumbai,18.7,0.0,63.6,13.6,34.0,286,2024,8,33,monsoon,Mild Stress
2024-08-16,Delhi,Delhi,30.7,4.8,36.1,12.8,53.2,321,2024,8,33,monsoon,Healthy
2024-08-16,Karnataka,Bengaluru,22.2,15.75,68.6,16.3,28.4,269,2024,8,33,monsoon,Healthy
2024-08-16,Tamil Nadu,Chennai,36.1,6.6,55.0,3.0,68.1,70,2024,8,33,monsoon,Healthy
2024-08-16,West Bengal,Kolkata,37.6,0.0,70.7,21.5,44.3,213,2024,8,33,monsoon,Severe Stress
2024-08-16,Telangana,Hyderabad,36.6,6.1,48.9,17.0,18.9,235,2024,8,33,monsoon,Mild Stress
2024-08-16,Gujarat,Ahmedabad,30.7,0.0,51.2,19.6,83.5,79,2024,8,33,monsoon,Mild Stress
2024-08-16,Rajasthan,Jaipur,28.2,7.0,73.9,4.2,73.9,347,2024,8,33,monsoon,Healthy
2024-08-16,Uttar Pradesh,Lucknow,32.9,8.7,63.5,16.1,74.0,259,2024,8,33,monsoon,Healthy
2024-08-16,Madhya Pradesh,Bhopal,37.4,0.0,72.5,17.7,5.9,236,2024,8,33,monsoon,Severe Stress
2024-08-17,Maharashtra,Mumbai,21.5,9.7,90.2,10.1,79.8,62,2024,8,33,monsoon,Healthy
2024-08-17,Delhi,Delhi,29.0,4.2,81.0,24.4,45.6,264,2024,8,33,monsoon,Healthy
2024-08-17,Karnataka,Bengaluru,34.6,0.0,34.4,5.9,68.0,194,2024,8,33,monsoon,Mild Stress
2024-08-17,Tamil Nadu,Chennai,35.5,15.75,86.9,5.0,16.3,166,2024,8,33,monsoon,Severe Stress
2024-08-17,West Bengal,Kolkata,26.0,15.75,49.6,16.6,36.9,302,2024,8,33,monsoon,Healthy
2024-08-17,Telangana,Hyderabad,27.6,0.0,72.2,6.9,10.9,134,2024,8,33,monsoon,Mild Stress
2024-08-17,Gujarat,Ahmedabad,24.1,0.0,68.3,20.7,23.1,165,2024,8,33,monsoon,Mild Stress
2024-08-17,Rajasthan,Jaipur,29.1,15.75,33.9,20.6,72.4,276,2024,8,33,monsoon,Healthy
2024-08-17,Uttar Pradesh,Lucknow,33.0,1.1,88.7,7.8,43.1,294,2024,8,33,monsoon,Mild Stress
2024-08-17,Madhya Pradesh,Bhopal,21.7,0.0,30.2,21.5,76.8,115,2024,8,33,monsoon,Mild Stress
2024-08-18,Maharashtra,Mumbai,32.0,0.0,48.3,8.8,45.8,331,2024,8,33,monsoon,Mild Stress
2024-08-18,Delhi,Delhi,39.7,0.0,48.7,20.1,24.1,241,2024,8,33,monsoon,Severe Stress
2024-08-18,Karnataka,Bengaluru,36.5,2.3,48.0,18.4,5.6,84,2024,8,33,monsoon,Mild Stress
2024-08-18,Tamil Nadu,Chennai,25.6,4.2,39.5,20.1,13.5,315,2024,8,33,monsoon,Mild Stress
2024-08-18,West Bengal,Kolkata,40.8,0.0,75.8,13.0,43.1,328,2024,8,33,monsoon,Severe Stress
2024-08-18,Telangana,Hyderabad,36.2,0.0,68.1,22.8,25.6,78,2024,8,33,monsoon,Severe Stress
2024-08-18,Gujarat,Ahmedabad,30.1,0.0,51.7,14.6,88.7,84,2024,8,33,monsoon,Mild Stress
2024-08-18,Rajasthan,Jaipur,34.0,7.7,56.0,13.6,77.3,228,2024,8,33,monsoon,Healthy
2024-08-18,Uttar Pradesh,Lucknow,30.9,0.0,91.7,10.3,84.3,199,2024,8,33,monsoon,Severe Stress
2024-08-18,Madhya Pradesh,Bhopal,37.0,0.0,60.2,12.0,48.2,182,2024,8,33,monsoon,Mild Stress
2024-08-19,Maharashtra,Mumbai,34.6,1.6,78.9,21.1,73.6,151,2024,8,34,monsoon,Healthy
2024-08-19,Delhi,Delhi,23.9,0.0,86.2,14.3,72.5,239,2024,8,34,monsoon,Severe Stress
2024-08-19,Karnataka,Bengaluru,36.1,0.0,41.7,4.1,64.7,317,2024,8,34,monsoon,Severe Stress
2024-08-19,Tamil Nadu,Chennai,38.0,0.0,38.7,6.2,42.5,318,2024,8,34,monsoon,Severe Stress
2024-08-19,West Bengal,Kolkata,25.7,0.0,62.8,7.1,97.7,228,2024,8,34,monsoon,Mild Stress
2024-08-19,Telangana,Hyderabad,35.9,15.75,64.6,13.7,37.3,94,2024,8,34,monsoon,Healthy
2024-08-19,Gujarat,Ahmedabad,39.7,15.75,82.0,16.3,20.9,234,2024,8,34,monsoon,Mild Stress
2024-08-19,Rajasthan,Jaipur,36.6,0.0,78.1,17.7,75.2,183,2024,8,34,monsoon,Mild Stress
2024-08-19,Uttar Pradesh,Lucknow,32.4,1.9,40.5,21.5,11.3,181,2024,8,34,monsoon,Mild Stress
2024-08-19,Madhya Pradesh,Bhopal,36.5,0.0,47.7,10.1,63.0,65,2024,8,34,monsoon,Mild Stress
2024-08-20,Maharashtra,Mumbai,32.9,3.0,90.7,7.1,51.7,250,2024,8,34,monsoon,Mild Stress
2024-08-20,Delhi,Delhi,24.1,0.0,68.1,16.7,5.4,241,2024,8,34,monsoon,Mild Stress
2024-08-20,Karnataka,Bengaluru,29.2,15.75,36.1,11.9,18.2,64,2024,8,34,monsoon,Healthy
2024-08-20,Tamil Nadu,Chennai,33.3,0.0,62.4,12.5,46.2,285,2024,8,34,monsoon,Mild Stress
2024-08-20,West Bengal,Kolkata,33.7,15.75,62.8,6.1,91.3,140,2024,8,34,monsoon,Healthy
2024-08-20,Telangana,Hyderabad,41.4,15.2,88.7,7.8,17.9,244,2024,8,34,monsoon,Severe Stress
2024-08-20,Gujarat,Ahmedabad,41.5,0.0,60.0,7.5,57.5,310,2024,8,34,monsoon,Severe Stress
2024-08-20,Rajasthan,Jaipur,32.4,0.0,66.6,6.3,61.2,207,2024,8,34,monsoon,Mild Stress
2024-08-20,Uttar Pradesh,Lucknow,25.8,0.0,92.8,4.8,95.1,169,2024,8,34,monsoon,Mild Stress
2024-08-20,Madhya Pradesh,Bhopal,38.5,0.0,67.1,16.7,29.1,126,2024,8,34,monsoon,Mild Stress
2024-08-21,Maharashtra,Mumbai,23.0,0.0,50.9,24.7,50.2,240,2024,8,34,monsoon,Mild Stress
2024-08-21,Delhi,Delhi,20.0,15.75,36.5,17.7,57.8,130,2024,8,34,monsoon,Healthy
2024-08-21,Karnataka,Bengaluru,32.9,0.0,39.5,20.8,64.9,169,2024,8,34,monsoon,Mild Stress
2024-08-21,Tamil Nadu,Chennai,27.0,15.75,78.1,11.5,56.6,198,2024,8,34,monsoon,Healthy
2024-08-21,West Bengal,Kolkata,20.7,0.0,88.5,10.2,35.0,219,2024,8,34,monsoon,Severe Stress
2024-08-21,Telangana,Hyderabad,27.0,15.75,58.5,2.3,83.5,349,2024,8,34,monsoon,Healthy
2024-08-21,Gujarat,Ahmedabad,37.0,0.0,44.7,7.4,7.0,229,2024,8,34,monsoon,Severe Stress
2024-08-21,Rajasthan,Jaipur,18.0,0.0,41.9,3.9,60.6,66,2024,8,34,monsoon,Healthy
2024-08-21,Uttar Pradesh,Lucknow,36.7,0.0,89.9,4.8,51.3,113,2024,8,34,monsoon,Severe Stress
2024-08-21,Madhya Pradesh,Bhopal,36.6,0.0,77.3,11.2,51.7,91,2024,8,34,monsoon,Mild Stress
2024-08-22,Maharashtra,Mumbai,29.0,0.0,64.6,17.3,35.3,240,2024,8,34,monsoon,Mild Stress
2024-08-22,Delhi,Delhi,23.7,9.1,89.1,21.6,51.5,214,2024,8,34,monsoon,Mild Stress
2024-08-22,Karnataka,Bengaluru,30.5,15.75,57.5,3.2,15.2,102,2024,8,34,monsoon,Healthy
2024-08-22,Tamil Nadu,Chennai,38.0,0.7,79.3,5.1,11.1,241,2024,8,34,monsoon,Mild Stress
2024-08-22,West Bengal,Kolkata,37.8,0.0,93.4,13.9,82.7,96,2024,8,34,monsoon,Severe Stress
2024-08-22,Telangana,Hyderabad,18.9,0.0,30.2,18.0,28.3,278,2024,8,34,monsoon,Mild Stress
2024-08-22,Gujarat,Ahmedabad,37.3,0.0,32.7,18.7,89.0,118,2024,8,34,monsoon,Mild Stress
2024-08-22,Rajasthan,Jaipur,28.4,15.75,87.0,9.1,47.3,283,2024,8,34,monsoon,Mild Stress
2024-08-22,Uttar Pradesh,Lucknow,20.2,0.0,68.6,12.1,75.0,238,2024,8,34,monsoon,Mild Stress
2024-08-22,Madhya Pradesh,Bhopal,33.6,0.0,90.0,18.4,82.6,187,2024,8,34,monsoon,Severe Stress
2024-08-23,Maharashtra,Mumbai,33.5,0.0,77.6,24.4,58.3,153,2024,8,34,monsoon,Mild Stress
2024-08-23,Delhi,Delhi,21.5,0.0,62.4,15.5,60.8,319,2024,8,34,monsoon,Mild Stress
2024-08-23,Karnataka,Bengaluru,27.7,0.0,90.3,15.5,36.0,238,2024,8,34,monsoon,Severe Stress
2024-08-23,Tamil Nadu,Chennai,17.7,0.0,45.1,7.4,5.4,238,2024,8,34,monsoon,Mild Stress
2024-08-23,West Bengal,Kolkata,36.5,0.0,53.6,15.2,98.3,179,2024,8,34,monsoon,Mild Stress
2024-08-23,Telangana,Hyderabad,37.9,1.7,54.2,13.7,43.3,155,2024,8,34,monsoon,Healthy
2024-08-23,Gujarat,Ahmedabad,38.0,9.1,55.2,24.2,69.6,131,2024,8,34,monsoon,Mild Stress
2024-08-23,Rajasthan,Jaipur,25.0,15.75,93.7,7.8,66.1,200,2024,8,34,monsoon,Healthy
2024-08-23,Uttar Pradesh,Lucknow,19.5,0.0,78.9,13.4,90.2,144,2024,8,34,monsoon,Healthy
2024-08-23,Madhya Pradesh,Bhopal,29.6,0.7,52.1,2.1,24.7,147,2024,8,34,monsoon,Healthy
2024-08-24,Maharashtra,Mumbai,31.9,0.0,48.0,23.9,73.1,173,2024,8,34,monsoon,Mild Stress
2024-08-24,Delhi,Delhi,19.7,15.75,71.1,6.7,48.8,291,2024,8,34,monsoon,Healthy
2024-08-24,Karnataka,Bengaluru,35.2,0.8,53.8,18.2,48.1,236,2024,8,34,monsoon,Mild Stress
2024-08-24,Tamil Nadu,Chennai,32.5,0.0,60.0,24.5,28.0,99,2024,8,34,monsoon,Mild Stress
2024-08-24,West Bengal,Kolkata,23.1,4.5,31.4,19.5,49.9,128,2024,8,34,monsoon,Healthy
2024-08-24,Telangana,Hyderabad,39.5,5.9,59.8,7.3,80.2,203,2024,8,34,monsoon,Mild Stress
2024-08-24,Gujarat,Ahmedabad,30.4,15.75,79.0,13.9,6.4,242,2024,8,34,monsoon,Mild Stress
2024-08-24,Rajasthan,Jaipur,28.5,0.0,75.2,8.6,87.9,53,2024,8,34,monsoon,Healthy
2024-08-24,Uttar Pradesh,Lucknow,37.1,0.0,68.9,3.2,10.4,262,2024,8,34,monsoon,Severe Stress
2024-08-24,Madhya Pradesh,Bhopal,28.9,0.0,65.4,19.9,89.7,103,2024,8,34,monsoon,Healthy
2024-08-25,Maharashtra,Mumbai,38.2,15.75,91.2,5.3,13.1,107,2024,8,34,monsoon,Severe Stress
2024-08-25,Delhi,Delhi,26.4,15.75,61.8,20.0,33.8,70,2024,8,34,monsoon,Healthy
2024-08-25,Karnataka,Bengaluru,34.5,0.0,46.7,11.1,39.5,166,2024,8,34,monsoon,Mild Stress
2024-08-25,Tamil Nadu,Chennai,38.8,7.9,54.7,23.9,43.7,294,2024,8,34,monsoon,Mild Stress
2024-08-25,West Bengal,Kolkata,31.3,0.0,49.7,3.5,93.4,221,2024,8,34,monsoon,Mild Stress
2024-08-25,Telangana,Hyderabad,38.4,0.0,88.6,9.1,34.4,58,2024,8,34,monsoon,Severe Stress
2024-08-25,Gujarat,Ahmedabad,25.9,2.4,94.6,21.8,88.2,145,2024,8,34,monsoon,Mild Stress
2024-08-25,Rajasthan,Jaipur,24.8,0.0,69.6,18.1,48.3,212,2024,8,34,monsoon,Mild Stress
2024-08-25,Uttar Pradesh,Lucknow,35.0,15.75,84.3,17.3,20.0,205,2024,8,34,monsoon,Healthy
2024-08-25,Madhya Pradesh,Bhopal,23.6,7.2,56.6,9.5,78.4,233,2024,8,34,monsoon,Healthy
2024-08-26,Maharashtra,Mumbai,26.7,6.0,49.9,15.3,34.5,108,2024,8,35,monsoon,Healthy
2024-08-26,Delhi,Delhi,27.7,15.75,62.9,9.9,70.1,289,2024,8,35,monsoon,Healthy
2024-08-26,Karnataka,Bengaluru,26.3,7.7,87.4,19.8,77.2,343,2024,8,35,monsoon,Mild Stress
2024-08-26,Tamil Nadu,Chennai,30.8,0.0,60.0,9.1,83.1,170,2024,8,35,monsoon,Mild Stress
2024-08-26,West Bengal,Kolkata,40.1,0.0,84.6,9.0,84.0,142,2024,8,35,monsoon,Mild Stress
2024-08-26,Telangana,Hyderabad,33.7,15.75,60.5,21.0,22.1,106,2024,8,35,monsoon,Healthy
2024-08-26,Gujarat,Ahmedabad,19.2,0.0,71.9,5.1,13.6,121,2024,8,35,monsoon,Mild Stress
2024-08-26,Rajasthan,Jaipur,25.7,0.0,81.5,9.8,69.9,231,2024,8,35,monsoon,Mild Stress
2024-08-26,Uttar Pradesh,Lucknow,31.4,15.75,55.0,9.9,62.0,156,2024,8,35,monsoon,Healthy
2024-08-26,Madhya Pradesh,Bhopal,36.7,0.0,73.5,16.0,59.9,346,2024,8,35,monsoon,Severe Stress
2024-08-27,Maharashtra,Mumbai,31.7,0.0,37.7,14.1,59.6,271,2024,8,35,monsoon,Mild Stress
2024-08-27,Delhi,Delhi,37.5,0.0,37.7,14.5,26.6,260,2024,8,35,monsoon,Severe Stress
2024-08-27,Karnataka,Bengaluru,37.1,0.0,55.7,7.8,14.5,293,2024,8,35,monsoon,Severe Stress
2024-08-27,Tamil Nadu,Chennai,22.8,0.0,33.0,15.2,31.8,125,2024,8,35,monsoon,Healthy
2024-08-27,West Bengal,Kolkata,33.6,0.5,52.6,14.7,71.3,321,2024,8,35,monsoon,Healthy
2024-08-27,Telangana,Hyderabad,36.3,0.0,60.9,16.0,67.3,181,2024,8,35,monsoon,Mild Stress
2024-08-27,Gujarat,Ahmedabad,33.7,0.0,58.2,7.2,69.2,106,2024,8,35,monsoon,Mild Stress
2024-08-27,Rajasthan,Jaipur,39.6,6.6,48.8,9.1,62.5,301,2024,8,35,monsoon,Mild Stress
2024-08-27,Uttar Pradesh,Lucknow,22.2,0.0,77.9,8.1,37.7,135,2024,8,35,monsoon,Healthy
2024-08-27,Madhya Pradesh,Bhopal,24.6,15.75,42.7,11.9,27.0,237,2024,8,35,monsoon,Healthy
2024-08-28,Maharashtra,Mumbai,33.9,0.0,33.6,16.1,35.6,63,2024,8,35,monsoon,Mild Stress
2024-08-28,Delhi,Delhi,27.5,0.0,31.1,6.2,29.2,99,2024,8,35,monsoon,Healthy
2024-08-28,Karnataka,Bengaluru,28.1,0.0,86.8,23.9,24.7,338,2024,8,35,monsoon,Severe Stress
2024-08-28,Tamil Nadu,Chennai,40.8,4.3,39.4,3.8,51.1,336,2024,8,35,monsoon,Mild Stress
2024-08-28,West Bengal,Kolkata,29.3,0.0,94.9,6.5,46.7,123,2024,8,35,monsoon,Mild Stress
2024-08-28,Telangana,Hyderabad,24.2,15.75,63.1,14.5,70.8,59,2024,8,35,monsoon,Healthy
2024-08-28,Gujarat,Ahmedabad,33.5,7.3,72.3,5.1,94.6,195,2024,8,35,monsoon,Healthy
2024-08-28,Rajasthan,Jaipur,41.4,0.0,61.0,6.0,76.1,90,2024,8,35,monsoon,Mild Stress
2024-08-28,Uttar Pradesh,Lucknow,38.8,0.0,32.3,4.3,34.7,262,2024,8,35,monsoon,Severe Stress
2024-08-28,Madhya Pradesh,Bhopal,24.2,4.6,47.2,13.9,30.1,114,2024,8,35,monsoon,Healthy
2024-08-29,Maharashtra,Mumbai,31.7,6.1,33.0,20.6,5.2,237,2024,8,35,monsoon,Mild Stress
2024-08-29,Delhi,Delhi,36.2,0.0,60.2,6.8,95.2,228,2024,8,35,monsoon,Severe Stress
2024-08-29,Karnataka,Bengaluru,25.4,6.0,70.6,11.9,56.3,346,2024,8,35,monsoon,Healthy
2024-08-29,Tamil Nadu,Chennai,24.7,0.0,36.3,15.1,78.6,230,2024,8,35,monsoon,Mild Stress
2024-08-29,West Bengal,Kolkata,29.8,0.0,59.4,18.4,17.3,72,2024,8,35,monsoon,Mild Stress
2024-08-29,Telangana,Hyderabad,33.0,0.0,40.8,15.3,93.8,144,2024,8,35,monsoon,Mild Stress
2024-08-29,Gujarat,Ahmedabad,37.6,0.0,80.6,22.6,97.4,228,2024,8,35,monsoon,Severe Stress
2024-08-29,Rajasthan,Jaipur,30.3,15.75,55.1,15.7,87.0,200,2024,8,35,monsoon,Healthy
2024-08-29,Uttar Pradesh,Lucknow,26.3,15.75,59.0,3.1,84.9,241,2024,8,35,monsoon,Healthy
2024-08-29,Madhya Pradesh,Bhopal,30.4,0.0,57.9,17.3,10.2,335,2024,8,35,monsoon,Severe Stress
2024-08-30,Maharashtra,Mumbai,37.6,7.4,93.8,4.5,12.0,208,2024,8,35,monsoon,Severe Stress
2024-08-30,Delhi,Delhi,29.2,0.0,77.1,15.9,86.5,328,2024,8,35,monsoon,Mild Stress
2024-08-30,Karnataka,Bengaluru,33.3,0.0,49.6,17.4,32.3,48,2024,8,35,monsoon,Mild Stress
2024-08-30,Tamil Nadu,Chennai,24.5,15.75,40.9,19.6,95.4,240,2024,8,35,monsoon,Healthy
2024-08-30,West Bengal,Kolkata,29.3,0.0,56.7,14.1,39.1,262,2024,8,35,monsoon,Mild Stress
2024-08-30,Telangana,Hyderabad,29.3,9.0,55.0,17.1,95.3,73,2024,8,35,monsoon,Healthy
2024-08-30,Gujarat,Ahmedabad,32.1,0.0,57.9,24.7,20.3,98,2024,8,35,monsoon,Mild Stress
2024-08-30,Rajasthan,Jaipur,36.6,1.6,61.2,12.6,28.9,153,2024,8,35,monsoon,Healthy
2024-08-30,Uttar Pradesh,Lucknow,21.0,0.0,69.5,9.7,37.9,169,2024,8,35,monsoon,Healthy
2024-08-30,Madhya Pradesh,Bhopal,37.6,5.1,70.2,14.7,68.4,288,2024,8,35,monsoon,Mild Stress
2024-08-31,Maharashtra,Mumbai,38.8,0.0,86.8,4.2,75.9,167,2024,8,35,monsoon,Severe Stress
2024-08-31,Delhi,Delhi,33.5,0.0,58.4,16.9,13.8,244,2024,8,35,monsoon,Severe Stress
2024-08-31,Karnataka,Bengaluru,31.3,15.75,39.9,18.2,68.7,114,2024,8,35,monsoon,Healthy
2024-08-31,Tamil Nadu,Chennai,27.8,6.5,80.4,7.4,65.2,237,2024,8,35,monsoon,Healthy
2024-08-31,West Bengal,Kolkata,36.9,0.0,80.1,23.8,69.1,218,2024,8,35,monsoon,Severe Stress
2024-08-31,Telangana,Hyderabad,25.6,15.75,81.9,18.5,61.1,205,2024,8,35,monsoon,Healthy
2024-08-31,Gujarat,Ahmedabad,35.7,0.0,84.1,3.6,7.3,219,2024,8,35,monsoon,Severe Stress
2024-08-31,Rajasthan,Jaipur,37.4,7.2,32.9,15.3,6.5,255,2024,8,35,monsoon,Mild Stress
2024-08-31,Uttar Pradesh,Lucknow,22.8,5.4,60.3,16.8,98.3,333,2024,8,35,monsoon,Healthy
2024-08-31,Madhya Pradesh,Bhopal,35.5,0.0,73.1,5.2,18.9,319,2024,8,35,monsoon,Severe Stress
2024-09-01,Maharashtra,Mumbai,38.3,15.75,46.2,24.9,44.0,117,2024,9,35,post-monsoon,Mild Stress
2024-09-01,Delhi,Delhi,36.2,0.0,82.4,13.7,94.6,122,2024,9,35,post-monsoon,Mild Stress
2024-09-01,Karnataka,Bengaluru,37.2,0.0,77.5,6.4,73.9,106,2024,9,35,post-monsoon,Mild Stress
2024-09-01,Tamil Nadu,Chennai,32.6,0.0,40.3,12.7,9.5,164,2024,9,35,post-monsoon,Mild Stress
2024-09-01,West Bengal,Kolkata,27.5,1.5,38.2,12.1,14.5,132,2024,9,35,post-monsoon,Healthy
2024-09-01,Telangana,Hyderabad,36.6,0.0,40.4,16.4,5.9,248,2024,9,35,post-monsoon,Severe Stress
2024-09-01,Gujarat,Ahmedabad,33.6,5.3,52.2,15.4,66.1,253,2024,9,35,post-monsoon,Healthy
2024-09-01,Rajasthan,Jaipur,25.5,0.0,84.8,18.6,53.0,163,2024,9,35,post-monsoon,Healthy
2024-09-01,Uttar Pradesh,Lucknow,39.7,15.75,46.7,7.1,29.5,340,2024,9,35,post-monsoon,Mild Stress
2024-09-01,Madhya Pradesh,Bhopal,34.4,1.6,32.2,7.1,65.4,254,2024,9,35,post-monsoon,Healthy
2024-09-02,Maharashtra,Mumbai,22.4,0.0,73.4,4.2,87.3,220,2024,9,36,post-monsoon,Mild Stress
2024-09-02,Delhi,Delhi,26.6,0.0,49.9,13.1,84.8,331,2024,9,36,post-monsoon,Mild Stress
2024-09-02,Karnataka,Bengaluru,36.9,9.2,82.8,6.9,19.0,339,2024,9,36,post-monsoon,Mild Stress
2024-09-02,Tamil Nadu,Chennai,27.5,0.0,60.2,12.0,21.3,277,2024,9,36,post-monsoon,Mild Stress
2024-09-02,West Bengal,Kolkata,25.7,6.8,36.4,11.2,93.8,46,2024,9,36,post-monsoon,Healthy
2024-09-02,Telangana,Hyderabad,18.9,0.0,72.0,6.4,84.2,188,2024,9,36,post-monsoon,Healthy
2024-09-02,Gujarat,Ahmedabad,29.9,0.0,50.1,10.2,98.4,109,2024,9,36,post-monsoon,Healthy
2024-09-02,Rajasthan,Jaipur,22.5,15.75,55.9,9.6,13.9,52,2024,9,36,post-monsoon,Healthy
2024-09-02,Uttar Pradesh,Lucknow,32.3,9.0,55.5,9.0,57.9,298,2024,9,36,post-monsoon,Healthy
2024-09-02,Madhya Pradesh,Bhopal,27.6,7.9,88.5,13.5,52.0,79,2024,9,36,post-monsoon,Healthy
2024-09-03,Maharashtra,Mumbai,31.4,0.0,63.7,12.5,54.4,334,2024,9,36,post-monsoon,Mild Stress
2024-09-03,Delhi,Delhi,34.1,0.0,64.5,6.1,37.1,172,2024,9,36,post-monsoon,Mild Stress
2024-09-03,Karnataka,Bengaluru,19.7,0.0,52.4,13.1,94.1,43,2024,9,36,post-monsoon,Healthy
2024-09-03,Tamil Nadu,Chennai,26.1,0.0,55.0,6.3,84.5,310,2024,9,36,post-monsoon,Mild Stress
2024-09-03,West Bengal,Kolkata,22.7,6.0,47.9,18.5,64.3,75,2024,9,36,post-monsoon,Healthy
2024-09-03,Telangana,Hyderabad,26.7,0.0,41.2,24.8,14.2,77,2024,9,36,post-monsoon,Mild Stress
2024-09-03,Gujarat,Ahmedabad,29.3,0.0,67.2,13.5,39.9,307,2024,9,36,post-monsoon,Mild Stress
2024-09-03,Rajasthan,Jaipur,20.9,0.0,63.2,13.1,78.5,268,2024,9,36,post-monsoon,Mild Stress
2024-09-03,Uttar Pradesh,Lucknow,24.3,0.0,85.2,12.4,78.9,303,2024,9,36,post-monsoon,Severe Stress
2024-09-03,Madhya Pradesh,Bhopal,25.0,0.0,48.4,17.4,82.0,83,2024,9,36,post-monsoon,Healthy
2024-09-04,Maharashtra,Mumbai,33.2,0.0,85.3,18.8,65.0,286,2024,9,36,post-monsoon,Severe Stress
2024-09-04,Delhi,Delhi,30.9,0.0,66.3,10.8,56.6,43,2024,9,36,post-monsoon,Mild Stress
2024-09-04,Karnataka,Bengaluru,30.4,0.0,61.0,17.7,96.1,95,2024,9,36,post-monsoon,Mild Stress
2024-09-04,Tamil Nadu,Chennai,32.9,0.0,62.4,13.8,97.3,243,2024,9,36,post-monsoon,Mild Stress
2024-09-04,West Bengal,Kolkata,27.1,7.6,38.3,2.9,66.0,338,2024,9,36,post-monsoon,Healthy
2024-09-04,Telangana,Hyderabad,32.7,1.8,54.8,6.6,12.3,322,2024,9,36,post-monsoon,Mild Stress
2024-09-04,Gujarat,Ahmedabad,25.4,15.75,48.2,6.2,38.5,343,2024,9,36,post-monsoon,Healthy
2024-09-04,Rajasthan,Jaipur,28.4,1.6,63.5,18.8,69.3,206,2024,9,36,post-monsoon,Healthy
2024-09-04,Uttar Pradesh,Lucknow,32.1,0.0,73.3,12.3,39.9,90,2024,9,36,post-monsoon,Mild Stress
2024-09-04,Madhya Pradesh,Bhopal,26.5,0.0,77.6,22.5,68.6,307,2024,9,36,post-monsoon,Mild Stress
2024-09-05,Maharashtra,Mumbai,28.0,9.9,84.1,14.5,38.7,317,2024,9,36,post-monsoon,Healthy
2024-09-05,Delhi,Delhi,20.7,15.75,54.2,15.8,50.2,166,2024,9,36,post-monsoon,Healthy
2024-09-05,Karnataka,Bengaluru,29.1,0.0,65.3,11.9,99.3,197,2024,9,36,post-monsoon,Healthy
2024-09-05,Tamil Nadu,Chennai,20.3,0.0,86.6,17.1,59.4,316,2024,9,36,post-monsoon,Severe Stress
2024-09-05,West Bengal,Kolkata,26.8,0.0,86.5,21.7,5.3,127,2024,9,36,post-monsoon,Severe Stress
2024-09-05,Telangana,Hyderabad,36.3,0.0,63.7,20.8,51.3,236,2024,9,36,post-monsoon,Severe Stress
2024-09-05,Gujarat,Ahmedabad,22.0,0.0,67.5,15.1,25.7,345,2024,9,36,post-monsoon,Mild Stress
2024-09-05,Rajasthan,Jaipur,32.7,0.0,35.8,24.6,58.4,41,2024,9,36,post-monsoon,Mild Stress
